Almacenamiento,Agno,Etapa,Bloque,Perfil
 ALMACENAMIENTO_XIII,2046,5,2,-0.1
 ALMACENAMIENTO_XIII,2046,5,3,-0.8
 ALMACENAMIENTO_XIII,2046,5,4,0.4
 ALMACENAMIENTO_XIII,2046,5,5,0.6
 ALMACENAMIENTO_XIII,2046,6,1,-0.1
 ALMACENAMIENTO_XIII,2046,6,2,-0.1
 ALMACENAMIENTO_XIII,2046,6,3,-0.8
 ALMACENAMIENTO_XIII,2046,6,4,0.4
 ALMACENAMIENTO_XIII,2046,6,5,0.6
 ALMACENAMIENTO_XIII,2046,7,1,-0.1
 ALMACENAMIENTO_XIII,2046,7,2,-0.1
 ALMACENAMIENTO_XIII,2046,7,3,-0.8
 ALMACENAMIENTO_XIII,2046,7,4,0.4
 ALMACENAMIENTO_XIII,2046,7,5,0.6
 ALMACENAMIENTO_XIII,2046,8,1,-0.1
 ALMACENAMIENTO_XIII,2046,8,2,-0.1
 ALMACENAMIENTO_XIII,2046,8,3,-0.8
 ALMACENAMIENTO_XIII,2046,8,4,0.4
 ALMACENAMIENTO_XIII,2046,8,5,0.6
 ALMACENAMIENTO_XIII,2046,9,1,-0.1
 ALMACENAMIENTO_XIII,2046,9,2,-0.1
 ALMACENAMIENTO_XIII,2046,9,3,-0.8
 ALMACENAMIENTO_XIII,2046,9,4,0.4
 ALMACENAMIENTO_XIII,2046,9,5,0.6
 ALMACENAMIENTO_XIII,2046,10,1,-0.1
 ALMACENAMIENTO_XIII,2046,10,2,-0.1
 ALMACENAMIENTO_XIII,2046,10,3,-0.8
 ALMACENAMIENTO_XIII,2046,10,4,0.4
 ALMACENAMIENTO_XIII,2046,10,5,0.6
 ALMACENAMIENTO_XIII,2046,11,1,-0.1
 ALMACENAMIENTO_XIII,2046,11,2,-0.1
 ALMACENAMIENTO_XIII,2046,11,3,-0.8
 ALMACENAMIENTO_XIII,2046,11,4,0.4
 ALMACENAMIENTO_XIII,2046,11,5,0.6
 ALMACENAMIENTO_XIII,2046,12,1,-0.1
 ALMACENAMIENTO_XIII,2046,12,2,-0.1
 ALMACENAMIENTO_XIII,2046,12,3,-0.8
 ALMACENAMIENTO_XIII,2046,12,4,0.4
 ALMACENAMIENTO_XIII,2046,12,5,0.6
 ALMACENAMIENTO_XIII,2047,1,1,-0.1
 ALMACENAMIENTO_XIII,2047,1,2,-0.1
 ALMACENAMIENTO_XIII,2047,1,3,-0.8
 ALMACENAMIENTO_XIII,2047,1,4,0.4
 ALMACENAMIENTO_XIII,2047,1,5,0.6
 ALMACENAMIENTO_XIII,2047,2,1,-0.1
 ALMACENAMIENTO_XIII,2047,2,2,-0.1
 ALMACENAMIENTO_XIII,2047,2,3,-0.8
 ALMACENAMIENTO_XIII,2047,2,4,0.4
 ALMACENAMIENTO_XIII,2047,2,5,0.6
 ALMACENAMIENTO_XIII,2047,3,1,-0.1
 ALMACENAMIENTO_XIII,2047,3,2,-0.1
 ALMACENAMIENTO_XIII,2047,3,3,-0.8
 ALMACENAMIENTO_XIII,2047,3,4,0.4
 ALMACENAMIENTO_XIII,2047,3,5,0.6
 ALMACENAMIENTO_XIII,2047,4,1,-0.1
 ALMACENAMIENTO_XIII,2047,4,2,-0.1
 ALMACENAMIENTO_XIII,2047,4,3,-0.8
 ALMACENAMIENTO_XIII,2047,4,4,0.4
 ALMACENAMIENTO_XIII,2047,4,5,0.6
 ALMACENAMIENTO_XIII,2047,5,1,-0.1
 ALMACENAMIENTO_XIII,2047,5,2,-0.1
 ALMACENAMIENTO_XIII,2047,5,3,-0.8
 ALMACENAMIENTO_XIII,2047,5,4,0.4
 ALMACENAMIENTO_XIII,2047,5,5,0.6
 ALMACENAMIENTO_XIII,2047,6,1,-0.1
 ALMACENAMIENTO_XIII,2047,6,2,-0.1
 ALMACENAMIENTO_XIII,2047,6,3,-0.8
 ALMACENAMIENTO_XIII,2047,6,4,0.4
 ALMACENAMIENTO_XIII,2047,6,5,0.6
 ALMACENAMIENTO_XIII,2047,7,1,-0.1
 ALMACENAMIENTO_XIII,2047,7,2,-0.1
 ALMACENAMIENTO_XIII,2047,7,3,-0.8
 ALMACENAMIENTO_XIII,2047,7,4,0.4
 ALMACENAMIENTO_XIII,2047,7,5,0.6
 ALMACENAMIENTO_XIII,2047,8,1,-0.1
 ALMACENAMIENTO_XIII,2047,8,2,-0.1
 ALMACENAMIENTO_XIII,2047,8,3,-0.8
 ALMACENAMIENTO_XIII,2047,8,4,0.4
 ALMACENAMIENTO_XIII,2047,8,5,0.6
 ALMACENAMIENTO_XIII,2047,9,1,-0.1
 ALMACENAMIENTO_XIII,2047,9,2,-0.1
 ALMACENAMIENTO_XIII,2047,9,3,-0.8
 ALMACENAMIENTO_XIII,2047,9,4,0.4
 ALMACENAMIENTO_XIII,2047,9,5,0.6
 ALMACENAMIENTO_XIII,2047,10,1,-0.1
 ALMACENAMIENTO_XIII,2047,10,2,-0.1
 ALMACENAMIENTO_XIII,2047,10,3,-0.8
 ALMACENAMIENTO_XIII,2047,10,4,0.4
 ALMACENAMIENTO_XIII,2047,10,5,0.6
 ALMACENAMIENTO_XIII,2047,11,1,-0.1
 ALMACENAMIENTO_XIII,2047,11,2,-0.1
 ALMACENAMIENTO_XIII,2047,11,3,-0.8
 ALMACENAMIENTO_XIII,2047,11,4,0.4
 ALMACENAMIENTO_XIII,2047,11,5,0.6
 ALMACENAMIENTO_XIII,2047,12,1,-0.1
 ALMACENAMIENTO_XIII,2047,12,2,-0.1
 ALMACENAMIENTO_XIII,2047,12,3,-0.8
 ALMACENAMIENTO_XIII,2047,12,4,0.4
 ALMACENAMIENTO_XIII,2047,12,5,0.6
 ALMACENAMIENTO_XIII,2048,1,1,-0.1
 ALMACENAMIENTO_XIII,2048,1,2,-0.1
 ALMACENAMIENTO_XIII,2048,1,3,-0.8
 ALMACENAMIENTO_XIII,2048,1,4,0.4
 ALMACENAMIENTO_XIII,2048,1,5,0.6
 ALMACENAMIENTO_XIII,2048,2,1,-0.1
 ALMACENAMIENTO_XIII,2048,2,2,-0.1
 ALMACENAMIENTO_XIII,2048,2,3,-0.8
 ALMACENAMIENTO_XIII,2048,2,4,0.4
 ALMACENAMIENTO_XIII,2048,2,5,0.6
 ALMACENAMIENTO_XIII,2048,3,1,-0.1
 ALMACENAMIENTO_XIII,2048,3,2,-0.1
 ALMACENAMIENTO_XIII,2048,3,3,-0.8
 ALMACENAMIENTO_XIII,2048,3,4,0.4
 ALMACENAMIENTO_XIII,2048,3,5,0.6
 ALMACENAMIENTO_XIII,2048,4,1,-0.1
 ALMACENAMIENTO_XIII,2048,4,2,-0.1
 ALMACENAMIENTO_XIII,2048,4,3,-0.8
 ALMACENAMIENTO_XIII,2048,4,4,0.4
 ALMACENAMIENTO_XIII,2048,4,5,0.6
 ALMACENAMIENTO_XIII,2048,5,1,-0.1
 ALMACENAMIENTO_XIII,2048,5,2,-0.1
 ALMACENAMIENTO_XIII,2048,5,3,-0.8
 ALMACENAMIENTO_XIII,2048,5,4,0.4
 ALMACENAMIENTO_XIII,2048,5,5,0.6
 ALMACENAMIENTO_XIII,2048,6,1,-0.1
 ALMACENAMIENTO_XIII,2048,6,2,-0.1
 ALMACENAMIENTO_XIII,2048,6,3,-0.8
 ALMACENAMIENTO_XIII,2048,6,4,0.4
 ALMACENAMIENTO_XIII,2048,6,5,0.6
 ALMACENAMIENTO_XIII,2048,7,1,-0.1
 ALMACENAMIENTO_XIII,2048,7,2,-0.1
 ALMACENAMIENTO_XIII,2048,7,3,-0.8
 ALMACENAMIENTO_XIII,2048,7,4,0.4
 ALMACENAMIENTO_XIII,2048,7,5,0.6
 ALMACENAMIENTO_XIII,2048,8,1,-0.1
 ALMACENAMIENTO_XIII,2048,8,2,-0.1
 ALMACENAMIENTO_XIII,2048,8,3,-0.8
 ALMACENAMIENTO_XIII,2048,8,4,0.4
 ALMACENAMIENTO_XIII,2048,8,5,0.6
 ALMACENAMIENTO_XIII,2048,9,1,-0.1
 ALMACENAMIENTO_XIII,2048,9,2,-0.1
 ALMACENAMIENTO_XIII,2048,9,3,-0.8
 ALMACENAMIENTO_XIII,2048,9,4,0.4
 ALMACENAMIENTO_XIII,2048,9,5,0.6
 ALMACENAMIENTO_XIII,2048,10,1,-0.1
 ALMACENAMIENTO_XIII,2048,10,2,-0.1
 ALMACENAMIENTO_XIII,2048,10,3,-0.8
 ALMACENAMIENTO_XIII,2048,10,4,0.4
 ALMACENAMIENTO_XIII,2048,10,5,0.6
 ALMACENAMIENTO_XIII,2048,11,1,-0.1
 ALMACENAMIENTO_XIII,2048,11,2,-0.1
 ALMACENAMIENTO_XIII,2048,11,3,-0.8
 ALMACENAMIENTO_XIII,2048,11,4,0.4
 ALMACENAMIENTO_XIII,2048,11,5,0.6
 ALMACENAMIENTO_XIII,2048,12,1,-0.1
 ALMACENAMIENTO_XIII,2048,12,2,-0.1
 ALMACENAMIENTO_XIII,2048,12,3,-0.8
 ALMACENAMIENTO_XIII,2048,12,4,0.4
 ALMACENAMIENTO_XIII,2048,12,5,0.6
 ALMACENAMIENTO_XIII,2049,1,1,-0.1
 ALMACENAMIENTO_XIII,2049,1,2,-0.1
 ALMACENAMIENTO_XIII,2049,1,3,-0.8
 ALMACENAMIENTO_XIII,2049,1,4,0.4
 ALMACENAMIENTO_XIII,2049,1,5,0.6
 ALMACENAMIENTO_XIII,2049,2,1,-0.1
 ALMACENAMIENTO_XIII,2049,2,2,-0.1
 ALMACENAMIENTO_XIII,2049,2,3,-0.8
 ALMACENAMIENTO_XIII,2049,2,4,0.4
 ALMACENAMIENTO_XIII,2049,2,5,0.6
 ALMACENAMIENTO_XIII,2049,3,1,-0.1
 ALMACENAMIENTO_XIII,2049,3,2,-0.1
 ALMACENAMIENTO_XIII,2049,3,3,-0.8
 ALMACENAMIENTO_XIII,2049,3,4,0.4
 ALMACENAMIENTO_XIII,2049,3,5,0.6
 ALMACENAMIENTO_XIII,2049,4,1,-0.1
 ALMACENAMIENTO_XIII,2049,4,2,-0.1
 ALMACENAMIENTO_XIII,2049,4,3,-0.8
 ALMACENAMIENTO_XIII,2049,4,4,0.4
 ALMACENAMIENTO_XIII,2049,4,5,0.6
 ALMACENAMIENTO_XIII,2049,5,1,-0.1
 ALMACENAMIENTO_XIII,2049,5,2,-0.1
 ALMACENAMIENTO_XIII,2049,5,3,-0.8
 ALMACENAMIENTO_XIII,2049,5,4,0.4
 ALMACENAMIENTO_XIII,2049,5,5,0.6
 ALMACENAMIENTO_XIII,2049,6,1,-0.1
 ALMACENAMIENTO_XIII,2049,6,2,-0.1
 ALMACENAMIENTO_XIII,2049,6,3,-0.8
 ALMACENAMIENTO_XIII,2049,6,4,0.4
 ALMACENAMIENTO_XIII,2049,6,5,0.6
 ALMACENAMIENTO_XIII,2049,7,1,-0.1
 ALMACENAMIENTO_XIII,2049,7,2,-0.1
 ALMACENAMIENTO_XIII,2049,7,3,-0.8
 ALMACENAMIENTO_XIII,2049,7,4,0.4
 ALMACENAMIENTO_XIII,2049,7,5,0.6
 ALMACENAMIENTO_XIII,2049,8,1,-0.1
 ALMACENAMIENTO_XIII,2049,8,2,-0.1
 ALMACENAMIENTO_XIII,2049,8,3,-0.8
 ALMACENAMIENTO_XIII,2049,8,4,0.4
 ALMACENAMIENTO_XIII,2049,8,5,0.6
 ALMACENAMIENTO_XIII,2049,9,1,-0.1
 ALMACENAMIENTO_XIII,2049,9,2,-0.1
 ALMACENAMIENTO_XIII,2049,9,3,-0.8
 ALMACENAMIENTO_XIII,2049,9,4,0.4
 ALMACENAMIENTO_XIII,2049,9,5,0.6
 ALMACENAMIENTO_XIII,2049,10,1,-0.1
 ALMACENAMIENTO_XIII,2049,10,2,-0.1
 ALMACENAMIENTO_XIII,2049,10,3,-0.8
 ALMACENAMIENTO_XIII,2049,10,4,0.4
 ALMACENAMIENTO_XIII,2049,10,5,0.6
 ALMACENAMIENTO_XIII,2049,11,1,-0.1
 ALMACENAMIENTO_XIII,2049,11,2,-0.1
 ALMACENAMIENTO_XIII,2049,11,3,-0.8
 ALMACENAMIENTO_XIII,2049,11,4,0.4
 ALMACENAMIENTO_XIII,2049,11,5,0.6
 ALMACENAMIENTO_XIII,2049,12,1,-0.1
 ALMACENAMIENTO_XIII,2049,12,2,-0.1
 ALMACENAMIENTO_XIII,2049,12,3,-0.8
 ALMACENAMIENTO_XIII,2049,12,4,0.4
 ALMACENAMIENTO_XIII,2049,12,5,0.6
 ALMACENAMIENTO_XIII,2050,1,1,-0.1
 ALMACENAMIENTO_XIII,2050,1,2,-0.1
 ALMACENAMIENTO_XIII,2050,1,3,-0.8
 ALMACENAMIENTO_XIII,2050,1,4,0.4
 ALMACENAMIENTO_XIII,2050,1,5,0.6
 ALMACENAMIENTO_XIII,2050,2,1,-0.1
 ALMACENAMIENTO_XIII,2050,2,2,-0.1
 ALMACENAMIENTO_XIII,2050,2,3,-0.8
 ALMACENAMIENTO_XIII,2050,2,4,0.4
 ALMACENAMIENTO_XIII,2050,2,5,0.6
 ALMACENAMIENTO_XIII,2050,3,1,-0.1
 ALMACENAMIENTO_XIII,2050,3,2,-0.1
 ALMACENAMIENTO_XIII,2050,3,3,-0.8
 ALMACENAMIENTO_XIII,2050,3,4,0.4
 ALMACENAMIENTO_XIII,2050,3,5,0.6
 ALMACENAMIENTO_XIII,2050,4,1,-0.1
 ALMACENAMIENTO_XIII,2050,4,2,-0.1
 ALMACENAMIENTO_XIII,2050,4,3,-0.8
 ALMACENAMIENTO_XIII,2050,4,4,0.4
 ALMACENAMIENTO_XIII,2050,4,5,0.6
 ALMACENAMIENTO_XIII,2050,5,1,-0.1
 ALMACENAMIENTO_XIII,2050,5,2,-0.1
 ALMACENAMIENTO_XIII,2050,5,3,-0.8
 ALMACENAMIENTO_XIII,2050,5,4,0.4
 ALMACENAMIENTO_XIII,2050,5,5,0.6
 ALMACENAMIENTO_XIII,2050,6,1,-0.1
 ALMACENAMIENTO_XIII,2050,6,2,-0.1
 ALMACENAMIENTO_XIII,2050,6,3,-0.8
 ALMACENAMIENTO_XIII,2050,6,4,0.4
 ALMACENAMIENTO_XIII,2050,6,5,0.6
 ALMACENAMIENTO_XIII,2050,7,1,-0.1
 ALMACENAMIENTO_XIII,2050,7,2,-0.1
 ALMACENAMIENTO_XIII,2050,7,3,-0.8
 ALMACENAMIENTO_XIII,2050,7,4,0.4
 ALMACENAMIENTO_XIII,2050,7,5,0.6
 ALMACENAMIENTO_XIII,2050,8,1,-0.1
 ALMACENAMIENTO_XIII,2050,8,2,-0.1
 ALMACENAMIENTO_XIII,2050,8,3,-0.8
 ALMACENAMIENTO_XIII,2050,8,4,0.4
 ALMACENAMIENTO_XIII,2050,8,5,0.6
 ALMACENAMIENTO_XIII,2050,9,1,-0.1
 ALMACENAMIENTO_XIII,2050,9,2,-0.1
 ALMACENAMIENTO_XIII,2050,9,3,-0.8
 ALMACENAMIENTO_XIII,2050,9,4,0.4
 ALMACENAMIENTO_XIII,2050,9,5,0.6
 ALMACENAMIENTO_XIII,2050,10,1,-0.1
 ALMACENAMIENTO_XIII,2050,10,2,-0.1
 ALMACENAMIENTO_XIII,2050,10,3,-0.8
 ALMACENAMIENTO_XIII,2050,10,4,0.4
 ALMACENAMIENTO_XIII,2050,10,5,0.6
 ALMACENAMIENTO_XIII,2050,11,1,-0.1
 ALMACENAMIENTO_XIII,2050,11,2,-0.1
 ALMACENAMIENTO_XIII,2050,11,3,-0.8
 ALMACENAMIENTO_XIII,2050,11,4,0.4
 ALMACENAMIENTO_XIII,2050,11,5,0.6
 ALMACENAMIENTO_XIII,2050,12,1,-0.1
 ALMACENAMIENTO_XIII,2050,12,2,-0.1
 ALMACENAMIENTO_XIII,2050,12,3,-0.8
 ALMACENAMIENTO_XIII,2050,12,4,0.4
 ALMACENAMIENTO_XIII,2050,12,5,0.6
 ALMACENAMIENTO_SING,2017,1,1,-0.8
 ALMACENAMIENTO_SING,2017,1,2,0.0
 ALMACENAMIENTO_SING,2017,1,3,-0.2
 ALMACENAMIENTO_SING,2017,1,4,0.4
 ALMACENAMIENTO_SING,2017,1,5,0.6
 ALMACENAMIENTO_SING,2017,2,1,-0.8
 ALMACENAMIENTO_SING,2017,2,2,0.0
 ALMACENAMIENTO_SING,2017,2,3,-0.2
 ALMACENAMIENTO_SING,2017,2,4,0.4
 ALMACENAMIENTO_SING,2017,2,5,0.6
 ALMACENAMIENTO_SING,2017,3,1,-0.8
 ALMACENAMIENTO_SING,2017,3,2,0.0
 ALMACENAMIENTO_SING,2017,3,3,-0.2
 ALMACENAMIENTO_SING,2017,3,4,0.4
 ALMACENAMIENTO_SING,2017,3,5,0.6
 ALMACENAMIENTO_SING,2017,4,1,-0.8
 ALMACENAMIENTO_SING,2017,4,2,0.0
 ALMACENAMIENTO_SING,2017,4,3,-0.2
 ALMACENAMIENTO_SING,2017,4,4,0.4
 ALMACENAMIENTO_SING,2017,4,5,0.6
 ALMACENAMIENTO_SING,2017,5,1,-0.8
 ALMACENAMIENTO_SING,2017,5,2,0.0
 ALMACENAMIENTO_SING,2017,5,3,-0.2
 ALMACENAMIENTO_SING,2017,5,4,0.4
 ALMACENAMIENTO_SING,2017,5,5,0.6
 ALMACENAMIENTO_SING,2017,6,1,-0.8
 ALMACENAMIENTO_SING,2017,6,2,0.0
 ALMACENAMIENTO_SING,2017,6,3,-0.2
 ALMACENAMIENTO_SING,2017,6,4,0.4
 ALMACENAMIENTO_SING,2017,6,5,0.6
 ALMACENAMIENTO_SING,2017,7,1,-0.8
 ALMACENAMIENTO_SING,2017,7,2,0.0
 ALMACENAMIENTO_SING,2017,7,3,-0.2
 ALMACENAMIENTO_SING,2017,7,4,0.4
 ALMACENAMIENTO_SING,2017,7,5,0.6
 ALMACENAMIENTO_SING,2017,8,1,-0.8
 ALMACENAMIENTO_SING,2017,8,2,0.0
 ALMACENAMIENTO_SING,2017,8,3,-0.2
 ALMACENAMIENTO_SING,2017,8,4,0.4
 ALMACENAMIENTO_SING,2017,8,5,0.6
 ALMACENAMIENTO_SING,2017,9,1,-0.8
 ALMACENAMIENTO_SING,2017,9,2,0.0
 ALMACENAMIENTO_SING,2017,9,3,-0.2
 ALMACENAMIENTO_SING,2017,9,4,0.4
 ALMACENAMIENTO_SING,2017,9,5,0.6
 ALMACENAMIENTO_SING,2017,10,1,-0.8
 ALMACENAMIENTO_SING,2017,10,2,0.0
 ALMACENAMIENTO_SING,2017,10,3,-0.2
 ALMACENAMIENTO_SING,2017,10,4,0.4
 ALMACENAMIENTO_SING,2017,10,5,0.6
 ALMACENAMIENTO_SING,2017,11,1,-0.8
 ALMACENAMIENTO_SING,2017,11,2,0.0
 ALMACENAMIENTO_SING,2017,11,3,-0.2
 ALMACENAMIENTO_SING,2017,11,4,0.4
 ALMACENAMIENTO_SING,2017,11,5,0.6
 ALMACENAMIENTO_SING,2017,12,1,-0.8
 ALMACENAMIENTO_SING,2017,12,2,0.0
 ALMACENAMIENTO_SING,2017,12,3,-0.2
 ALMACENAMIENTO_SING,2017,12,4,0.4
 ALMACENAMIENTO_SING,2017,12,5,0.6
 ALMACENAMIENTO_SING,2018,1,1,-0.8
 ALMACENAMIENTO_SING,2018,1,2,0.0
 ALMACENAMIENTO_SING,2018,1,3,-0.2
 ALMACENAMIENTO_SING,2018,1,4,0.4
 ALMACENAMIENTO_SING,2018,1,5,0.6
 ALMACENAMIENTO_SING,2018,2,1,-0.8
 ALMACENAMIENTO_SING,2018,2,2,0.0
 ALMACENAMIENTO_SING,2018,2,3,-0.2
 ALMACENAMIENTO_SING,2018,2,4,0.4
 ALMACENAMIENTO_SING,2018,2,5,0.6
 ALMACENAMIENTO_SING,2018,3,1,-0.8
 ALMACENAMIENTO_SING,2018,3,2,0.0
 ALMACENAMIENTO_SING,2018,3,3,-0.2
 ALMACENAMIENTO_SING,2018,3,4,0.4
 ALMACENAMIENTO_SING,2018,3,5,0.6
 ALMACENAMIENTO_SING,2018,4,1,-0.8
 ALMACENAMIENTO_SING,2018,4,2,0.0
 ALMACENAMIENTO_SING,2018,4,3,-0.2
 ALMACENAMIENTO_SING,2018,4,4,0.4
 ALMACENAMIENTO_SING,2018,4,5,0.6
 ALMACENAMIENTO_SING,2018,5,1,-0.8
 ALMACENAMIENTO_SING,2018,5,2,0.0
 ALMACENAMIENTO_SING,2018,5,3,-0.2
 ALMACENAMIENTO_SING,2018,5,4,0.4
 ALMACENAMIENTO_SING,2018,5,5,0.6
 ALMACENAMIENTO_SING,2018,6,1,-0.8
 ALMACENAMIENTO_SING,2018,6,2,0.0
 ALMACENAMIENTO_SING,2018,6,3,-0.2
 ALMACENAMIENTO_SING,2018,6,4,0.4
 ALMACENAMIENTO_SING,2018,6,5,0.6
 ALMACENAMIENTO_SING,2018,7,1,-0.8
 ALMACENAMIENTO_SING,2018,7,2,0.0
 ALMACENAMIENTO_SING,2018,7,3,-0.2
 ALMACENAMIENTO_SING,2018,7,4,0.4
 ALMACENAMIENTO_SING,2018,7,5,0.6
 ALMACENAMIENTO_SING,2018,8,1,-0.8
 ALMACENAMIENTO_SING,2018,8,2,0.0
 ALMACENAMIENTO_SING,2018,8,3,-0.2
 ALMACENAMIENTO_SING,2018,8,4,0.4
 ALMACENAMIENTO_SING,2018,8,5,0.6
 ALMACENAMIENTO_SING,2018,9,1,-0.8
 ALMACENAMIENTO_SING,2018,9,2,0.0
 ALMACENAMIENTO_SING,2018,9,3,-0.2
 ALMACENAMIENTO_SING,2018,9,4,0.4
 ALMACENAMIENTO_SING,2018,9,5,0.6
 ALMACENAMIENTO_SING,2018,10,1,-0.8
 ALMACENAMIENTO_SING,2018,10,2,0.0
 ALMACENAMIENTO_SING,2018,10,3,-0.2
 ALMACENAMIENTO_SING,2018,10,4,0.4
 ALMACENAMIENTO_SING,2018,10,5,0.6
 ALMACENAMIENTO_SING,2018,11,1,-0.8
 ALMACENAMIENTO_SING,2018,11,2,0.0
 ALMACENAMIENTO_SING,2018,11,3,-0.2
 ALMACENAMIENTO_SING,2018,11,4,0.4
 ALMACENAMIENTO_SING,2018,11,5,0.6
 ALMACENAMIENTO_SING,2018,12,1,-0.8
 ALMACENAMIENTO_SING,2018,12,2,0.0
 ALMACENAMIENTO_SING,2018,12,3,-0.2
 ALMACENAMIENTO_SING,2018,12,4,0.4
 ALMACENAMIENTO_SING,2018,12,5,0.6
 ALMACENAMIENTO_SING,2019,1,1,-0.8
 ALMACENAMIENTO_SING,2019,1,2,0.0
 ALMACENAMIENTO_SING,2019,1,3,-0.2
 ALMACENAMIENTO_SING,2019,1,4,0.4
 ALMACENAMIENTO_SING,2019,1,5,0.6
 ALMACENAMIENTO_SING,2019,2,1,-0.8
 ALMACENAMIENTO_SING,2019,2,2,0.0
 ALMACENAMIENTO_SING,2019,2,3,-0.2
 ALMACENAMIENTO_SING,2019,2,4,0.4
 ALMACENAMIENTO_SING,2019,2,5,0.6
 ALMACENAMIENTO_SING,2019,3,1,-0.8
 ALMACENAMIENTO_SING,2019,3,2,0.0
 ALMACENAMIENTO_SING,2019,3,3,-0.2
 ALMACENAMIENTO_SING,2019,3,4,0.4
 ALMACENAMIENTO_SING,2019,3,5,0.6
 ALMACENAMIENTO_SING,2019,4,1,-0.8
 ALMACENAMIENTO_SING,2019,4,2,0.0
 ALMACENAMIENTO_SING,2019,4,3,-0.2
 ALMACENAMIENTO_SING,2019,4,4,0.4
 ALMACENAMIENTO_SING,2019,4,5,0.6
 ALMACENAMIENTO_SING,2019,5,1,-0.8
 ALMACENAMIENTO_SING,2019,5,2,0.0
 ALMACENAMIENTO_SING,2019,5,3,-0.2
 ALMACENAMIENTO_SING,2019,5,4,0.4
 ALMACENAMIENTO_SING,2019,5,5,0.6
 ALMACENAMIENTO_SING,2019,6,1,-0.8
 ALMACENAMIENTO_SING,2019,6,2,0.0
 ALMACENAMIENTO_SING,2019,6,3,-0.2
 ALMACENAMIENTO_SING,2019,6,4,0.4
 ALMACENAMIENTO_SING,2019,6,5,0.6
 ALMACENAMIENTO_SING,2019,7,1,-0.8
 ALMACENAMIENTO_SING,2019,7,2,0.0
 ALMACENAMIENTO_SING,2019,7,3,-0.2
 ALMACENAMIENTO_SING,2019,7,4,0.4
 ALMACENAMIENTO_SING,2019,7,5,0.6
 ALMACENAMIENTO_SING,2019,8,1,-0.8
 ALMACENAMIENTO_SING,2019,8,2,0.0
 ALMACENAMIENTO_SING,2019,8,3,-0.2
 ALMACENAMIENTO_SING,2019,8,4,0.4
 ALMACENAMIENTO_SING,2019,8,5,0.6
 ALMACENAMIENTO_SING,2019,9,1,-0.8
 ALMACENAMIENTO_SING,2019,9,2,0.0
 ALMACENAMIENTO_SING,2019,9,3,-0.2
 ALMACENAMIENTO_SING,2019,9,4,0.4
 ALMACENAMIENTO_SING,2019,9,5,0.6
 ALMACENAMIENTO_SING,2019,10,1,-0.8
 ALMACENAMIENTO_SING,2019,10,2,0.0
 ALMACENAMIENTO_SING,2019,10,3,-0.2
 ALMACENAMIENTO_SING,2019,10,4,0.4
 ALMACENAMIENTO_SING,2019,10,5,0.6
 ALMACENAMIENTO_SING,2019,11,1,-0.8
 ALMACENAMIENTO_SING,2019,11,2,0.0
 ALMACENAMIENTO_SING,2019,11,3,-0.2
 ALMACENAMIENTO_SING,2019,11,4,0.4
 ALMACENAMIENTO_SING,2019,11,5,0.6
 ALMACENAMIENTO_SING,2019,12,1,-0.8
 ALMACENAMIENTO_SING,2019,12,2,0.0
 ALMACENAMIENTO_SING,2019,12,3,-0.2
 ALMACENAMIENTO_SING,2019,12,4,0.4
 ALMACENAMIENTO_SING,2019,12,5,0.6
 ALMACENAMIENTO_SING,2020,1,1,-0.8
 ALMACENAMIENTO_SING,2020,1,2,0.0
 ALMACENAMIENTO_SING,2020,1,3,-0.2
 ALMACENAMIENTO_SING,2020,1,4,0.4
 ALMACENAMIENTO_SING,2020,1,5,0.6
 ALMACENAMIENTO_SING,2020,2,1,-0.8
 ALMACENAMIENTO_SING,2020,2,2,0.0
 ALMACENAMIENTO_SING,2020,2,3,-0.2
 ALMACENAMIENTO_SING,2020,2,4,0.4
 ALMACENAMIENTO_SING,2020,2,5,0.6
 ALMACENAMIENTO_SING,2020,3,1,-0.8
 ALMACENAMIENTO_SING,2020,3,2,0.0
 ALMACENAMIENTO_SING,2020,3,3,-0.2
 ALMACENAMIENTO_SING,2020,3,4,0.4
 ALMACENAMIENTO_SING,2020,3,5,0.6
 ALMACENAMIENTO_SING,2020,4,1,-0.8
 ALMACENAMIENTO_SING,2020,4,2,0.0
 ALMACENAMIENTO_SING,2020,4,3,-0.2
 ALMACENAMIENTO_SING,2020,4,4,0.4
 ALMACENAMIENTO_SING,2020,4,5,0.6
 ALMACENAMIENTO_SING,2020,5,1,-0.8
 ALMACENAMIENTO_SING,2020,5,2,0.0
 ALMACENAMIENTO_SING,2020,5,3,-0.2
 ALMACENAMIENTO_SING,2020,5,4,0.4
 ALMACENAMIENTO_SING,2020,5,5,0.6
 ALMACENAMIENTO_SING,2020,6,1,-0.8
 ALMACENAMIENTO_SING,2020,6,2,0.0
 ALMACENAMIENTO_SING,2020,6,3,-0.2
 ALMACENAMIENTO_SING,2020,6,4,0.4
 ALMACENAMIENTO_SING,2020,6,5,0.6
 ALMACENAMIENTO_SING,2020,7,1,-0.8
 ALMACENAMIENTO_SING,2020,7,2,0.0
 ALMACENAMIENTO_SING,2020,7,3,-0.2
 ALMACENAMIENTO_SING,2020,7,4,0.4
 ALMACENAMIENTO_SING,2020,7,5,0.6
 ALMACENAMIENTO_SING,2020,8,1,-0.8
 ALMACENAMIENTO_SING,2020,8,2,0.0
 ALMACENAMIENTO_SING,2020,8,3,-0.2
