ID_flujo,Gas,Factor_emision
1304,N2O,0.418
1314,N2O,0.418
1320,N2O,0.418
1332,N2O,0.418
1342,N2O,0.418
1348,N2O,0.418
1360,N2O,0.418
1370,N2O,0.418
1376,N2O,0.418
1395,CO2,264010.4
1395,CH4,4.184
1395,N2O,0.418
1414,CO2,264010.4
1414,CH4,4.184
1414,N2O,0.418
1712,CO2,264010.4
1722,CO2,264010.4
1732,CO2,264010.4
1734,CO2,264010.4
1752,CO2,264010.4
1762,CO2,264010.4
1772,CO2,264010.4
1782,CO2,264010.4
1808,CO2,264010.4
1818,CO2,264010.4
1712,CH4,4.184
1722,CH4,4.184
1732,CH4,4.184
1734,CH4,4.184
1752,CH4,4.184
1762,CH4,4.184
1772,CH4,4.184
1782,CH4,4.184
1808,CH4,4.184
1818,CH4,4.184
1712,N2O,0.418
1722,N2O,0.418
1732,N2O,0.418
1734,N2O,0.418
1752,N2O,0.418
1762,N2O,0.418
1772,N2O,0.418
1782,N2O,0.418
1808,N2O,0.418
1818,N2O,0.418
1828,CO2,264010.4
1838,CO2,264010.4
1848,CO2,264010.4
1858,CO2,264010.4
1828,CH4,4.184
1838,CH4,4.184
1848,CH4,4.184
1858,CH4,4.184
1828,N2O,0.418
1838,N2O,0.418
1848,N2O,0.418
1858,N2O,0.418
40,CO2,0.0
42,CO2,0.0
44,CO2,0.0
68,CO2,0.0
70,CO2,0.0
72,CO2,0.0
40,CH4,0.0
42,CH4,0.0
44,CH4,0.0
68,CH4,0.0
70,CH4,0.0
72,CH4,0.0
40,N2O,0.0
42,N2O,0.0
44,N2O,0.0
68,N2O,0.0
70,N2O,0.0
72,N2O,0.0
95,CO2,0.0
97,CO2,0.0
99,CO2,0.0
101,CO2,0.0
144,CO2,0.0
146,CO2,0.0
148,CO2,0.0
150,CO2,0.0
185,CO2,0.0
187,CO2,0.0
189,CO2,0.0
191,CO2,0.0
95,CH4,0.0
97,CH4,0.0
99,CH4,0.0
101,CH4,0.0
144,CH4,0.0
146,CH4,0.0
148,CH4,0.0
150,CH4,0.0
185,CH4,0.0
187,CH4,0.0
189,CH4,0.0
191,CH4,0.0
95,N2O,0.0
97,N2O,0.0
99,N2O,0.0
101,N2O,0.0
144,N2O,0.0
146,N2O,0.0
148,N2O,0.0
150,N2O,0.0
185,N2O,0.0
187,N2O,0.0
189,N2O,0.0
191,N2O,0.0
221,CO2,0.0
225,CO2,0.0
227,CO2,0.0
229,CO2,0.0
241,CO2,0.0
243,CO2,0.0
245,CO2,0.0
221,CH4,0.0
225,CH4,0.0
227,CH4,0.0
229,CH4,0.0
241,CH4,0.0
243,CH4,0.0
245,CH4,0.0
221,N2O,0.0
225,N2O,0.0
227,N2O,0.0
229,N2O,0.0
241,N2O,0.0
243,N2O,0.0
245,N2O,0.0
255,CO2,0.0
257,CO2,0.0
259,CO2,0.0
269,CO2,0.0
271,CO2,0.0
273,CO2,0.0
255,CH4,0.0
257,CH4,0.0
259,CH4,0.0
269,CH4,0.0
271,CH4,0.0
273,CH4,0.0
255,N2O,0.0
257,N2O,0.0
259,N2O,0.0
269,N2O,0.0
271,N2O,0.0
273,N2O,0.0
308,CO2,0.0
310,CO2,0.0
314,CO2,0.0
316,CO2,0.0
335,CO2,0.0
345,CO2,0.0
349,CO2,0.0
351,CO2,0.0
372,CO2,0.0
374,CO2,0.0
378,CO2,0.0
380,CO2,0.0
308,CH4,0.0
310,CH4,0.0
314,CH4,0.0
316,CH4,0.0
335,CH4,0.0
345,CH4,0.0
349,CH4,0.0
351,CH4,0.0
372,CH4,0.0
374,CH4,0.0
378,CH4,0.0
380,CH4,0.0
308,N2O,0.0
310,N2O,0.0
314,N2O,0.0
316,N2O,0.0
335,N2O,0.0
345,N2O,0.0
349,N2O,0.0
351,N2O,0.0
372,N2O,0.0
374,N2O,0.0
378,N2O,0.0
380,N2O,0.0
407,CO2,0.0
409,CO2,0.0
411,CO2,0.0
431,CO2,0.0
433,CO2,0.0
435,CO2,0.0
407,CH4,0.0
409,CH4,0.0
411,CH4,0.0
431,CH4,0.0
433,CH4,0.0
435,CH4,0.0
407,N2O,0.0
409,N2O,0.0
411,N2O,0.0
431,N2O,0.0
433,N2O,0.0
435,N2O,0.0
454,CO2,0.0
464,CO2,0.0
466,CO2,0.0
468,CO2,0.0
482,CO2,0.0
484,CO2,0.0
486,CO2,0.0
488,CO2,0.0
454,CH4,0.0
464,CH4,0.0
466,CH4,0.0
468,CH4,0.0
482,CH4,0.0
484,CH4,0.0
486,CH4,0.0
488,CH4,0.0
454,N2O,0.0
464,N2O,0.0
466,N2O,0.0
468,N2O,0.0
482,N2O,0.0
484,N2O,0.0
486,N2O,0.0
488,N2O,0.0
503,CO2,0.0
509,CO2,0.0
511,CO2,0.0
513,CO2,0.0
558,CO2,0.0
562,CO2,0.0
564,CO2,0.0
566,CO2,0.0
503,CH4,0.0
509,CH4,0.0
511,CH4,0.0
513,CH4,0.0
558,CH4,0.0
562,CH4,0.0
564,CH4,0.0
566,CH4,0.0
503,N2O,0.0
509,N2O,0.0
511,N2O,0.0
513,N2O,0.0
558,N2O,0.0
562,N2O,0.0
564,N2O,0.0
566,N2O,0.0
598,CO2,0.0
608,CO2,0.0
610,CO2,0.0
612,CO2,0.0
651,CO2,0.0
661,CO2,0.0
663,CO2,0.0
665,CO2,0.0
713,CO2,0.0
719,CO2,0.0
721,CO2,0.0
723,CO2,0.0
598,CH4,0.0
608,CH4,0.0
610,CH4,0.0
612,CH4,0.0
651,CH4,0.0
661,CH4,0.0
663,CH4,0.0
665,CH4,0.0
713,CH4,0.0
719,CH4,0.0
721,CH4,0.0
723,CH4,0.0
598,N2O,0.0
608,N2O,0.0
610,N2O,0.0
612,N2O,0.0
651,N2O,0.0
661,N2O,0.0
663,N2O,0.0
665,N2O,0.0
713,N2O,0.0
719,N2O,0.0
721,N2O,0.0
723,N2O,0.0
759,CO2,0.0
771,CO2,0.0
773,CO2,0.0
775,CO2,0.0
819,CO2,0.0
831,CO2,0.0
833,CO2,0.0
835,CO2,0.0
869,CO2,0.0
881,CO2,0.0
883,CO2,0.0
885,CO2,0.0
759,CH4,0.0
771,CH4,0.0
773,CH4,0.0
775,CH4,0.0
819,CH4,0.0
831,CH4,0.0
833,CH4,0.0
835,CH4,0.0
869,CH4,0.0
881,CH4,0.0
883,CH4,0.0
885,CH4,0.0
759,N2O,0.0
771,N2O,0.0
773,N2O,0.0
775,N2O,0.0
819,N2O,0.0
831,N2O,0.0
833,N2O,0.0
835,N2O,0.0
869,N2O,0.0
881,N2O,0.0
883,N2O,0.0
885,N2O,0.0
929,CO2,0.0
929,CH4,0.0
929,N2O,0.0
945,CO2,0.0
953,CO2,0.0
959,CO2,0.0
961,CO2,0.0
963,CO2,0.0
977,CO2,0.0
983,CO2,0.0
989,CO2,0.0
991,CO2,0.0
993,CO2,0.0
1007,CO2,0.0
1013,CO2,0.0
1019,CO2,0.0
1021,CO2,0.0
1023,CO2,0.0
1037,CO2,0.0
1043,CO2,0.0
1049,CO2,0.0
1051,CO2,0.0
1053,CO2,0.0
1067,CO2,0.0
1073,CO2,0.0
1079,CO2,0.0
1081,CO2,0.0
1083,CO2,0.0
1097,CO2,0.0
1099,CO2,0.0
1105,CO2,0.0
1111,CO2,0.0
1113,CO2,0.0
1115,CO2,0.0
1123,CO2,0.0
1127,CO2,0.0
1138,CO2,0.0
1142,CO2,0.0
1146,CO2,0.0
1152,CO2,0.0
1154,CO2,0.0
1156,CO2,0.0
1170,CO2,0.0
1178,CO2,0.0
1184,CO2,0.0
1186,CO2,0.0
1188,CO2,0.0
1202,CO2,0.0
1210,CO2,0.0
1216,CO2,0.0
1218,CO2,0.0
1220,CO2,0.0
1230,CO2,0.0
1238,CO2,0.0
1244,CO2,0.0
1246,CO2,0.0
1248,CO2,0.0
1258,CO2,0.0
1264,CO2,0.0
1270,CO2,0.0
1272,CO2,0.0
1282,CO2,0.0
1290,CO2,0.0
1296,CO2,0.0
1298,CO2,0.0
1300,CO2,0.0
1310,CO2,0.0
1318,CO2,0.0
1324,CO2,0.0
1326,CO2,0.0
1328,CO2,0.0
1338,CO2,0.0
1346,CO2,0.0
1352,CO2,0.0
1354,CO2,0.0
1356,CO2,0.0
1366,CO2,0.0
1374,CO2,0.0
1380,CO2,0.0
1382,CO2,0.0
1384,CO2,0.0
945,CH4,0.0
953,CH4,0.0
959,CH4,0.0
961,CH4,0.0
963,CH4,0.0
977,CH4,0.0
983,CH4,0.0
989,CH4,0.0
991,CH4,0.0
993,CH4,0.0
1007,CH4,0.0
1013,CH4,0.0
1019,CH4,0.0
1021,CH4,0.0
1023,CH4,0.0
1037,CH4,0.0
1043,CH4,0.0
1049,CH4,0.0
1051,CH4,0.0
1053,CH4,0.0
1067,CH4,0.0
1073,CH4,0.0
1079,CH4,0.0
1081,CH4,0.0
1083,CH4,0.0
1097,CH4,0.0
1099,CH4,0.0
1105,CH4,0.0
1111,CH4,0.0
1113,CH4,0.0
1115,CH4,0.0
1123,CH4,0.0
1127,CH4,0.0
1138,CH4,0.0
1142,CH4,0.0
1146,CH4,0.0
1152,CH4,0.0
1154,CH4,0.0
1156,CH4,0.0
1170,CH4,0.0
1178,CH4,0.0
1184,CH4,0.0
1186,CH4,0.0
1188,CH4,0.0
1202,CH4,0.0
1210,CH4,0.0
1216,CH4,0.0
1218,CH4,0.0
1220,CH4,0.0
1230,CH4,0.0
1238,CH4,0.0
1244,CH4,0.0
1246,CH4,0.0
1248,CH4,0.0
1258,CH4,0.0
1264,CH4,0.0
1270,CH4,0.0
1272,CH4,0.0
1282,CH4,0.0
1290,CH4,0.0
1296,CH4,0.0
1298,CH4,0.0
1300,CH4,0.0
1310,CH4,0.0
1318,CH4,0.0
1324,CH4,0.0
1326,CH4,0.0
1328,CH4,0.0
1338,CH4,0.0
1346,CH4,0.0
1352,CH4,0.0
1354,CH4,0.0
1356,CH4,0.0
1366,CH4,0.0
1374,CH4,0.0
1380,CH4,0.0
1382,CH4,0.0
1384,CH4,0.0
945,N2O,0.0
953,N2O,0.0
959,N2O,0.0
961,N2O,0.0
963,N2O,0.0
977,N2O,0.0
983,N2O,0.0
989,N2O,0.0
991,N2O,0.0
993,N2O,0.0
1007,N2O,0.0
1013,N2O,0.0
1019,N2O,0.0
1021,N2O,0.0
1023,N2O,0.0
1037,N2O,0.0
1043,N2O,0.0
1049,N2O,0.0
1051,N2O,0.0
1053,N2O,0.0
1067,N2O,0.0
1073,N2O,0.0
1079,N2O,0.0
1081,N2O,0.0
1083,N2O,0.0
1097,N2O,0.0
1099,N2O,0.0
1105,N2O,0.0
1111,N2O,0.0
1113,N2O,0.0
1115,N2O,0.0
1123,N2O,0.0
1127,N2O,0.0
1138,N2O,0.0
1142,N2O,0.0
1146,N2O,0.0
1152,N2O,0.0
1154,N2O,0.0
1156,N2O,0.0
1170,N2O,0.0
1178,N2O,0.0
1184,N2O,0.0
1186,N2O,0.0
1188,N2O,0.0
1202,N2O,0.0
1210,N2O,0.0
1216,N2O,0.0
1218,N2O,0.0
1220,N2O,0.0
1230,N2O,0.0
1238,N2O,0.0
1244,N2O,0.0
1246,N2O,0.0
1248,N2O,0.0
1258,N2O,0.0
1264,N2O,0.0
1270,N2O,0.0
1272,N2O,0.0
1282,N2O,0.0
1290,N2O,0.0
1296,N2O,0.0
1298,N2O,0.0
1300,N2O,0.0
1310,N2O,0.0
1318,N2O,0.0
1324,N2O,0.0
1326,N2O,0.0
1328,N2O,0.0
1338,N2O,0.0
1346,N2O,0.0
1352,N2O,0.0
1354,N2O,0.0
1356,N2O,0.0
1366,N2O,0.0
1374,N2O,0.0
1380,N2O,0.0
1382,N2O,0.0
1384,N2O,0.0
1393,CO2,0.0
1393,CH4,0.0
1393,N2O,0.0
1412,CO2,0.0
1412,CH4,0.0
1412,N2O,0.0
1520,CO2,0.0
1528,CO2,0.0
1536,CO2,0.0
1544,CO2,0.0
1552,CO2,0.0
1686,CO2,0.0
1710,CO2,0.0
1720,CO2,0.0
1728,CO2,0.0
1730,CO2,0.0
1750,CO2,0.0
1760,CO2,0.0
1770,CO2,0.0
1780,CO2,0.0
1790,CO2,0.0
1798,CO2,0.0
1806,CO2,0.0
1816,CO2,0.0
1520,CH4,0.0
1528,CH4,0.0
1536,CH4,0.0
1544,CH4,0.0
1552,CH4,0.0
1686,CH4,0.0
1710,CH4,0.0
1720,CH4,0.0
1728,CH4,0.0
1730,CH4,0.0
1750,CH4,0.0
1760,CH4,0.0
1770,CH4,0.0
1780,CH4,0.0
1790,CH4,0.0
1798,CH4,0.0
1806,CH4,0.0
1816,CH4,0.0
1520,N2O,0.0
1528,N2O,0.0
1536,N2O,0.0
1544,N2O,0.0
1552,N2O,0.0
1686,N2O,0.0
1710,N2O,0.0
1720,N2O,0.0
1728,N2O,0.0
1730,N2O,0.0
1750,N2O,0.0
1760,N2O,0.0
1770,N2O,0.0
1780,N2O,0.0
1790,N2O,0.0
1798,N2O,0.0
1806,N2O,0.0
1816,N2O,0.0
1826,CO2,0.0
1836,CO2,0.0
1846,CO2,0.0
1856,CO2,0.0
1826,CH4,0.0
1836,CH4,0.0
1846,CH4,0.0
1856,CH4,0.0
1826,N2O,0.0
1836,N2O,0.0
1846,N2O,0.0
1856,N2O,0.0
1864,CO2,0.0
1866,CO2,0.0
1864,CH4,0.0
1866,CH4,0.0
1864,N2O,0.0
1866,N2O,0.0
209,CO2,447688.0
237,CO2,447688.0
209,CH4,4.184
237,CH4,4.184
209,N2O,6.276
237,N2O,6.276
401,CO2,0.0
427,CO2,0.0
401,CH4,0.0
427,CH4,0.0
401,N2O,0.0
427,N2O,0.0
931,CO2,0.0
931,CH4,0.0
931,N2O,0.0
416,CO2,1087840.0
440,CO2,1087840.0
416,CH4,4.184
440,CH4,4.184
416,N2O,0.418
440,N2O,0.418
935,CO2,1087840.0
935,CH4,4.184
935,N2O,0.418
517,CO2,299156.0
570,CO2,299156.0
517,CH4,12.552
570,CH4,12.552
517,N2O,2.51
570,N2O,2.51
618,CO2,299156.0
671,CO2,299156.0
618,CH4,12.552
671,CH4,12.552
618,N2O,2.51
671,N2O,2.51
1862,CO2,299156.0
1862,CH4,12.552
1862,N2O,2.51
616,CO2,292880.0
669,CO2,292880.0
616,CH4,12.552
669,CH4,12.552
616,N2O,2.51
669,N2O,2.51
779,CO2,0.0
839,CO2,0.0
848,CO2,0.0
889,CO2,0.0
779,CH4,0.0
839,CH4,0.0
848,CH4,0.0
889,CH4,0.0
779,N2O,0.0
839,N2O,0.0
848,N2O,0.0
889,N2O,0.0
927,CO2,0.0
927,CH4,0.0
927,N2O,0.0
933,CO2,337648.8
933,CH4,12.552
933,N2O,2.51
943,CO2,300829.6
975,CO2,300829.6
1005,CO2,300829.6
1035,CO2,300829.6
1065,CO2,300829.6
1095,CO2,300829.6
1136,CO2,300829.6
1168,CO2,300829.6
1200,CO2,300829.6
1228,CO2,300829.6
1256,CO2,300829.6
1280,CO2,300829.6
1308,CO2,300829.6
1336,CO2,300829.6
1364,CO2,300829.6
943,CH4,12.552
975,CH4,12.552
1005,CH4,12.552
1035,CH4,12.552
1065,CH4,12.552
1095,CH4,12.552
1136,CH4,12.552
1168,CH4,12.552
1200,CH4,12.552
1228,CH4,12.552
1256,CH4,12.552
1280,CH4,12.552
1308,CH4,12.552
1336,CH4,12.552
1364,CH4,12.552
943,N2O,2.51
975,N2O,2.51
1005,N2O,2.51
1035,N2O,2.51
1065,N2O,2.51
1095,N2O,2.51
1136,N2O,2.51
1168,N2O,2.51
1200,N2O,2.51
1228,N2O,2.51
1256,N2O,2.51
1280,N2O,2.51
1308,N2O,2.51
1336,N2O,2.51
1364,N2O,2.51
1401,CO2,300829.6
1401,CH4,12.552
1401,N2O,2.51
1420,CO2,300829.6
1420,CH4,12.552
1420,N2O,2.51
1424,CO2,289951.2
1428,CO2,289951.2
1432,CO2,289951.2
1436,CO2,289951.2
1440,CO2,289951.2
1444,CO2,289951.2
1448,CO2,289951.2
1452,CO2,289951.2
1456,CO2,289951.2
1460,CO2,289951.2
1464,CO2,289951.2
1468,CO2,289951.2
1472,CO2,289951.2
1476,CO2,289951.2
1480,CO2,289951.2
1484,CO2,289951.2
1488,CO2,289951.2
1492,CO2,289951.2
1496,CO2,289951.2
1500,CO2,289951.2
1504,CO2,289951.2
1508,CO2,289951.2
1514,CO2,289951.2
1522,CO2,289951.2
1530,CO2,289951.2
1538,CO2,289951.2
1546,CO2,289951.2
1554,CO2,289951.2
1558,CO2,289951.2
1562,CO2,289951.2
1566,CO2,289951.2
1570,CO2,289951.2
1574,CO2,289951.2
1578,CO2,289951.2
1582,CO2,289951.2
1586,CO2,289951.2
1590,CO2,289951.2
1594,CO2,289951.2
1598,CO2,289951.2
1602,CO2,289951.2
1606,CO2,289951.2
1610,CO2,289951.2
1614,CO2,289951.2
1618,CO2,289951.2
1622,CO2,289951.2
1626,CO2,289951.2
1630,CO2,289951.2
1634,CO2,289951.2
1638,CO2,289951.2
1642,CO2,289951.2
1646,CO2,289951.2
1650,CO2,289951.2
1654,CO2,289951.2
1658,CO2,289951.2
1662,CO2,289951.2
1668,CO2,289951.2
1674,CO2,289951.2
1680,CO2,289951.2
1688,CO2,289951.2
1692,CO2,289951.2
1696,CO2,289951.2
1700,CO2,289951.2
1704,CO2,289951.2
1714,CO2,289951.2
1736,CO2,289951.2
1738,CO2,289951.2
1744,CO2,289951.2
1754,CO2,289951.2
1764,CO2,289951.2
1774,CO2,289951.2
1784,CO2,289951.2
1788,CO2,289951.2
1792,CO2,289951.2
1796,CO2,289951.2
1800,CO2,289951.2
1810,CO2,289951.2
1424,CH4,12.552
1428,CH4,12.552
1432,CH4,12.552
1436,CH4,12.552
1440,CH4,12.552
1444,CH4,12.552
1448,CH4,12.552
1452,CH4,12.552
1456,CH4,12.552
1460,CH4,12.552
1464,CH4,12.552
1468,CH4,12.552
1472,CH4,12.552
1476,CH4,12.552
1480,CH4,12.552
1484,CH4,12.552
1488,CH4,12.552
1492,CH4,12.552
1496,CH4,12.552
1500,CH4,12.552
1504,CH4,12.552
1508,CH4,12.552
1514,CH4,12.552
1522,CH4,12.552
1530,CH4,12.552
1538,CH4,12.552
1546,CH4,12.552
1554,CH4,12.552
1558,CH4,12.552
1562,CH4,12.552
1566,CH4,12.552
1570,CH4,12.552
1574,CH4,12.552
1578,CH4,12.552
1582,CH4,12.552
1586,CH4,12.552
1590,CH4,12.552
1594,CH4,12.552
1598,CH4,12.552
1602,CH4,12.552
1606,CH4,12.552
1610,CH4,12.552
1614,CH4,12.552
1618,CH4,12.552
1622,CH4,12.552
1626,CH4,12.552
1630,CH4,12.552
1634,CH4,12.552
1638,CH4,12.552
1642,CH4,12.552
1646,CH4,12.552
1650,CH4,12.552
1654,CH4,12.552
1658,CH4,12.552
1662,CH4,12.552
1668,CH4,12.552
1674,CH4,12.552
1680,CH4,12.552
1688,CH4,12.552
1692,CH4,12.552
1696,CH4,12.552
1700,CH4,12.552
1704,CH4,12.552
1714,CH4,12.552
1736,CH4,12.552
1738,CH4,12.552
1744,CH4,12.552
1754,CH4,12.552
1764,CH4,12.552
1774,CH4,12.552
1784,CH4,12.552
1788,CH4,12.552
1792,CH4,12.552
1796,CH4,12.552
1800,CH4,12.552
1810,CH4,12.552
1424,N2O,2.51
1428,N2O,2.51
1432,N2O,2.51
1436,N2O,2.51
1440,N2O,2.51
1444,N2O,2.51
1448,N2O,2.51
1452,N2O,2.51
1456,N2O,2.51
1460,N2O,2.51
1464,N2O,2.51
1468,N2O,2.51
1472,N2O,2.51
1476,N2O,2.51
1480,N2O,2.51
1484,N2O,2.51
1488,N2O,2.51
1492,N2O,2.51
1496,N2O,2.51
1500,N2O,2.51
1504,N2O,2.51
1508,N2O,2.51
1514,N2O,2.51
1522,N2O,2.51
1530,N2O,2.51
1538,N2O,2.51
1546,N2O,2.51
1554,N2O,2.51
1558,N2O,2.51
1562,N2O,2.51
1566,N2O,2.51
1570,N2O,2.51
1574,N2O,2.51
1578,N2O,2.51
1582,N2O,2.51
1586,N2O,2.51
1590,N2O,2.51
1594,N2O,2.51
1598,N2O,2.51
1602,N2O,2.51
1606,N2O,2.51
1610,N2O,2.51
1614,N2O,2.51
1618,N2O,2.51
1622,N2O,2.51
1626,N2O,2.51
1630,N2O,2.51
1634,N2O,2.51
1638,N2O,2.51
1642,N2O,2.51
1646,N2O,2.51
1650,N2O,2.51
1654,N2O,2.51
1658,N2O,2.51
1662,N2O,2.51
1668,N2O,2.51
1674,N2O,2.51
1680,N2O,2.51
1688,N2O,2.51
1692,N2O,2.51
1696,N2O,2.51
1700,N2O,2.51
1704,N2O,2.51
1714,N2O,2.51
1736,N2O,2.51
1738,N2O,2.51
1744,N2O,2.51
1754,N2O,2.51
1764,N2O,2.51
1774,N2O,2.51
1784,N2O,2.51
1788,N2O,2.51
1792,N2O,2.51
1796,N2O,2.51
1800,N2O,2.51
1810,N2O,2.51
1820,CO2,289951.2
1830,CO2,289951.2
1840,CO2,289951.2
1850,CO2,289951.2
1820,CH4,12.552
1830,CH4,12.552
1840,CH4,12.552
1850,CH4,12.552
1820,N2O,2.51
1830,N2O,2.51
1840,N2O,2.51
1850,N2O,2.51
